severity	updateDate	comments	line	author	rule	project	effort	messageFormattings	message	creationDate	type	quickFixAvailable	tags	component	flows	scope	textRange	debt	key	hash	status
INFO	2023-03-06T00:49:01+0000		80.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=80.0, endLine=80.0, startOffset=4.0, endOffset=8.0}	0min	AYa0ZOoV1m6JgciZ2Xny	19fe3dd1c767131a13bba063be56dade	OPEN
INFO	2023-03-06T00:49:01+0000		82.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=82.0, endLine=82.0, startOffset=17.0, endOffset=21.0}	0min	AYa0ZOoV1m6JgciZ2Xnz	72495c430347c6b5e3bb5327070d6dbb	OPEN
INFO	2023-03-06T00:49:01+0000		84.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=84.0, endLine=84.0, startOffset=4.0, endOffset=8.0}	0min	AYa0ZOoV1m6JgciZ2Xn0	f329c826afd9c4e2e8f69c3d62a2bfaf	OPEN
INFO	2023-03-06T00:49:01+0000		88.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=88.0, endLine=88.0, startOffset=4.0, endOffset=8.0}	0min	AYa0ZOoV1m6JgciZ2Xn1	94e2474cb95e71652d0695f0d428136f	OPEN
INFO	2023-03-06T00:49:01+0000		90.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=90.0, endLine=90.0, startOffset=4.0, endOffset=8.0}	0min	AYa0ZOoV1m6JgciZ2Xn2	4291e64d0fa04865b46f24c0387cafb1	OPEN
INFO	2023-03-06T00:49:01+0000		92.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=92.0, endLine=92.0, startOffset=4.0, endOffset=8.0}	0min	AYa0ZOoV1m6JgciZ2Xn3	d8352b413ec40dbed3495e5423e0dc36	OPEN
INFO	2023-03-06T00:49:01+0000		97.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=97.0, endLine=97.0, startOffset=4.0, endOffset=8.0}	0min	AYa0ZOoV1m6JgciZ2Xn4	81b454a8e5432d2caa5f4363bd3637bf	OPEN
INFO	2023-03-06T00:49:01+0000		100.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=100.0, endLine=100.0, startOffset=2.0, endOffset=6.0}	0min	AYa0ZOoV1m6JgciZ2Xn5	9dcf263105a94a26fa2cefc5bbec1a33	OPEN
INFO	2023-03-06T00:49:01+0000		106.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=106.0, endLine=106.0, startOffset=2.0, endOffset=6.0}	0min	AYa0ZOoV1m6JgciZ2Xn6	b13a92a24589be39032a102aa9ab066d	OPEN
INFO	2023-03-06T00:49:01+0000		123.0		javascript:S1135	Async-programmin-with-javascript---UdaciRacer	0min		"Complete the task associated to this ""TODO"" comment."	2023-03-06T00:49:01+0000	CODE_SMELL	false	"cwe / "	Async-programmin-with-javascript---UdaciRacer:nd032-c3-asynchronous-programming-with-javascript-project-starter-master/src/client/assets/javascript/index.js		MAIN	{startLine=123.0, endLine=123.0, startOffset=6.0, endOffset=10.0}	0min	AYa0ZOoV1m6JgciZ2Xn7	e9ad7d5fc0159fbe911596e4ccc2bbe8	OPEN
